Vg,Vd,Id
0.76,0.11,2.38849e-05
0.77,0.11,2.40384e-05
0.78,0.11,2.4186e-05
0.79,0.11,2.43278e-05
0.8,0.11,2.44642e-05
0.01,0.12,2.97096e-10
0.02,0.12,4.33132e-10
0.03,0.12,6.31442e-10
0.04,0.12,9.20515e-10
0.05,0.12,1.3419e-09
0.06,0.12,1.9559e-09
0.07,0.12,2.8507e-09
0.08,0.12,4.154e-09
0.09,0.12,6.052e-09
0.1,0.12,8.8141e-09
0.11,0.12,1.28306e-08
0.12,0.12,1.86642e-08
0.13,0.12,2.71227e-08
0.14,0.12,3.93569e-08
0.15,0.12,5.6991e-08
0.16,0.12,8.22843e-08
0.17,0.12,1.18318e-07
0.18,0.12,1.69184e-07
0.19,0.12,2.40116e-07
0.2,0.12,3.37506e-07
0.21,0.12,4.68693e-07
0.22,0.12,6.41495e-07
0.23,0.12,8.63497e-07
0.24,0.12,1.1412e-06
0.25,0.12,1.4794e-06
0.26,0.12,1.8806e-06
0.27,0.12,2.3445e-06
0.28,0.12,2.8688e-06
0.29,0.12,3.4488e-06
0.3,0.12,4.0782e-06
0.31,0.12,4.7495e-06
0.32,0.12,5.4546e-06
0.33,0.12,6.1851e-06
0.34,0.12,6.9328e-06
0.35,0.12,7.6903e-06
0.36,0.12,8.4508e-06
0.37,0.12,9.2084e-06
0.38,0.12,9.9584e-06
0.39,0.12,1.0697e-05
0.4,0.12,1.14212e-05
0.41,0.12,1.21288e-05
0.42,0.12,1.2818e-05
0.43,0.12,1.34877e-05
0.44,0.12,1.41371e-05
0.45,0.12,1.47656e-05
0.46,0.12,1.53731e-05
0.47,0.12,1.59593e-05
0.48,0.12,1.65244e-05
0.49,0.12,1.70686e-05
0.5,0.12,1.75922e-05
0.51,0.12,1.80955e-05
0.52,0.12,1.8579e-05
0.53,0.12,1.90434e-05
0.54,0.12,1.9489e-05
0.55,0.12,1.99165e-05
0.56,0.12,2.03266e-05
0.57,0.12,2.07198e-05
0.58,0.12,2.10968e-05
0.59,0.12,2.14581e-05
0.6,0.12,2.18046e-05
0.61,0.12,2.21366e-05
0.62,0.12,2.24549e-05
0.63,0.12,2.276e-05
0.64,0.12,2.30525e-05
0.65,0.12,2.33329e-05
0.66,0.12,2.36018e-05
0.67,0.12,2.38597e-05
0.68,0.12,2.4107e-05
0.69,0.12,2.43442e-05
0.7,0.12,2.45719e-05
0.71,0.12,2.47903e-05
0.72,0.12,2.5e-05
0.73,0.12,2.52012e-05
0.74,0.12,2.53945e-05
0.75,0.12,2.558e-05
0.76,0.12,2.57583e-05
0.77,0.12,2.59295e-05
0.78,0.12,2.6094e-05
0.79,0.12,2.62521e-05
0.8,0.12,2.6404e-05
0.01,0.13,3.01635e-10
0.02,0.13,4.39703e-10
0.03,0.13,6.40955e-10
0.04,0.13,9.34286e-10
0.05,0.13,1.3618e-09
0.06,0.13,1.9848e-09
0.07,0.13,2.8924e-09
0.08,0.13,4.2144e-09
0.09,0.13,6.1393e-09
0.1,0.13,8.9403e-09
0.11,0.13,1.3013e-08
0.12,0.13,1.89276e-08
0.13,0.13,2.75025e-08
0.14,0.13,3.99039e-08
0.15,0.13,5.77773e-08
0.16,0.13,8.34113e-08
0.17,0.13,1.19928e-07
0.18,0.13,1.71471e-07
0.19,0.13,2.43346e-07
0.2,0.13,3.42033e-07
0.21,0.13,4.7498e-07
0.22,0.13,6.50138e-07
0.23,0.13,8.75256e-07
0.24,0.13,1.1571e-06
0.25,0.13,1.5005e-06
0.26,0.13,1.9084e-06
0.27,0.13,2.381e-06
0.28,0.13,2.9161e-06
0.29,0.13,3.5097e-06
0.3,0.13,4.1558e-06
0.31,0.13,4.8476e-06
0.32,0.13,5.5771e-06
0.33,0.13,6.3364e-06
0.34,0.13,7.1172e-06
0.35,0.13,7.912e-06
0.36,0.13,8.7136e-06
0.37,0.13,9.5157e-06
0.38,0.13,1.03131e-05
0.39,0.13,1.11012e-05
0.4,0.13,1.18765e-05
0.41,0.13,1.26363e-05
0.42,0.13,1.33783e-05
0.43,0.13,1.41011e-05
0.44,0.13,1.48035e-05
0.45,0.13,1.54847e-05
0.46,0.13,1.61444e-05
0.47,0.13,1.67823e-05
0.48,0.13,1.73982e-05
0.49,0.13,1.79922e-05
0.5,0.13,1.85647e-05
0.51,0.13,1.91157e-05
0.52,0.13,1.96459e-05
0.53,0.13,2.01555e-05
0.54,0.13,2.06452e-05
0.55,0.13,2.11155e-05
0.56,0.13,2.15669e-05
0.57,0.13,2.20002e-05
0.58,0.13,2.24158e-05
0.59,0.13,2.28146e-05
0.6,0.13,2.3197e-05
0.61,0.13,2.35638e-05
0.62,0.13,2.39155e-05
0.63,0.13,2.42528e-05
0.64,0.13,2.45762e-05
0.65,0.13,2.48864e-05
0.66,0.13,2.51839e-05
0.67,0.13,2.54692e-05
0.68,0.13,2.5743e-05
0.69,0.13,2.60056e-05
0.7,0.13,2.62576e-05
0.71,0.13,2.64994e-05
0.72,0.13,2.67315e-05
0.73,0.13,2.69542e-05
0.74,0.13,2.71681e-05
0.75,0.13,2.73735e-05
0.76,0.13,2.75707e-05
0.77,0.13,2.77602e-05
0.78,0.13,2.79422e-05
0.79,0.13,2.8117e-05
0.8,0.13,2.8285e-05
0.01,0.14,3.0593e-10
0.02,0.14,4.45917e-10
0.03,0.14,6.49942e-10
0.04,0.14,9.47283e-10
0.05,0.14,1.3806e-09
0.06,0.14,2.0119e-09
0.07,0.14,2.9317e-09
0.08,0.14,4.2712e-09
0.09,0.14,6.2213e-09
0.1,0.14,9.0588e-09
0.11,0.14,1.3184e-08
0.12,0.14,1.91742e-08
0.13,0.14,2.78577e-08
0.14,0.14,4.04148e-08
0.15,0.14,5.85104e-08
0.16,0.14,8.44602e-08
0.17,0.14,1.21422e-07
0.18,0.14,1.73589e-07
0.19,0.14,2.46326e-07
0.2,0.14,3.46191e-07
0.21,0.14,4.80724e-07
0.22,0.14,6.57987e-07
0.23,0.14,8.85857e-07
0.24,0.14,1.1712e-06
0.25,0.14,1.5192e-06
0.26,0.14,1.9329e-06
0.27,0.14,2.4127e-06
0.28,0.14,2.9569e-06
0.29,0.14,3.5617e-06
0.3,0.14,4.2218e-06
0.31,0.14,4.9304e-06
0.32,0.14,5.6804e-06
0.33,0.14,6.4637e-06
0.34,0.14,7.2727e-06
0.35,0.14,8.0996e-06
0.36,0.14,8.9372e-06
0.37,0.14,9.779e-06
0.38,0.14,1.06191e-05
0.39,0.14,1.14526e-05
0.4,0.14,1.22754e-05
0.41,0.14,1.30841e-05
0.42,0.14,1.38762e-05
0.43,0.14,1.46496e-05
0.44,0.14,1.5403e-05
0.45,0.14,1.61352e-05
0.46,0.14,1.68456e-05
0.47,0.14,1.75337e-05
0.48,0.14,1.81994e-05
0.49,0.14,1.88425e-05
0.5,0.14,1.94631e-05
0.51,0.14,2.00615e-05
0.52,0.14,2.06379e-05
0.53,0.14,2.11928e-05
0.54,0.14,2.17266e-05
0.55,0.14,2.22398e-05
0.56,0.14,2.27329e-05
0.57,0.14,2.32066e-05
0.58,0.14,2.36614e-05
0.59,0.14,2.40981e-05
0.6,0.14,2.45171e-05
0.61,0.14,2.49193e-05
0.62,0.14,2.53051e-05
0.63,0.14,2.56752e-05
0.64,0.14,2.60304e-05
0.65,0.14,2.6371e-05
0.66,0.14,2.66979e-05
0.67,0.14,2.70114e-05
0.68,0.14,2.73122e-05
0.69,0.14,2.76009e-05
0.7,0.14,2.78779e-05
0.71,0.14,2.81437e-05
0.72,0.14,2.83988e-05
0.73,0.14,2.86438e-05
0.74,0.14,2.88789e-05
0.75,0.14,2.91046e-05
0.76,0.14,2.93214e-05
0.77,0.14,2.95295e-05
0.78,0.14,2.97295e-05
0.79,0.14,2.99216e-05
0.8,0.14,3.01061e-05
0.01,0.15,3.10054e-10
0.02,0.15,4.51877e-10
0.03,0.15,6.58557e-10
0.04,0.15,9.59733e-10
0.05,0.15,1.3986e-09
0.06,0.15,2.0379e-09
0.07,0.15,2.9692e-09
0.08,0.15,4.3254e-09
0.09,0.15,6.2996e-09
0.1,0.15,9.1717e-09
0.11,0.15,1.33468e-08
0.12,0.15,1.94088e-08
0.13,0.15,2.81952e-08
0.14,0.15,4.08996e-08
0.15,0.15,5.92051e-08
0.16,0.15,8.54522e-08
0.17,0.15,1.22833e-07
0.18,0.15,1.75582e-07
0.19,0.15,2.49124e-07
0.2,0.15,3.50079e-07
0.21,0.15,4.86071e-07
0.22,0.15,6.65251e-07
0.23,0.15,8.95601e-07
0.24,0.15,1.1841e-06
0.25,0.15,1.5361e-06
0.26,0.15,1.9548e-06
0.27,0.15,2.4408e-06
0.28,0.15,2.9927e-06
0.29,0.15,3.607e-06
0.3,0.15,4.2787e-06
0.31,0.15,5.0015e-06
0.32,0.15,5.7685e-06
0.33,0.15,6.5722e-06
0.34,0.15,7.4049e-06
0.35,0.15,8.2593e-06
0.36,0.15,9.1281e-06
0.37,0.15,1.00047e-05
0.38,0.15,1.08829e-05
0.39,0.15,1.17575e-05
0.4,0.15,1.26238e-05
0.41,0.15,1.34781e-05
0.42,0.15,1.43172e-05
0.43,0.15,1.51386e-05
0.44,0.15,1.59406e-05
0.45,0.15,1.67218e-05
0.46,0.15,1.74812e-05
0.47,0.15,1.82181e-05
0.48,0.15,1.89322e-05
0.49,0.15,1.96232e-05
0.5,0.15,2.02911e-05
0.51,0.15,2.09361e-05
0.52,0.15,2.15583e-05
0.53,0.15,2.2158e-05
0.54,0.15,2.27356e-05
0.55,0.15,2.32916e-05
0.56,0.15,2.38265e-05
0.57,0.15,2.43407e-05
0.58,0.15,2.4835e-05
0.59,0.15,2.53099e-05
0.6,0.15,2.5766e-05
0.61,0.15,2.62039e-05
0.62,0.15,2.66244e-05
0.63,0.15,2.70279e-05
0.64,0.15,2.74153e-05
0.65,0.15,2.7787e-05
0.66,0.15,2.81438e-05
0.67,0.15,2.84862e-05
0.68,0.15,2.88147e-05
0.69,0.15,2.913e-05
0.7,0.15,2.94326e-05
0.71,0.15,2.9723e-05
0.72,0.15,3.00018e-05
0.73,0.15,3.02694e-05
0.74,0.15,3.05262e-05
0.75,0.15,3.07729e-05
0.76,0.15,3.10096e-05
0.77,0.15,3.1237e-05
0.78,0.15,3.14554e-05
0.79,0.15,3.16651e-05
0.8,0.15,3.18665e-05
0.01,0.16,3.14055e-10
0.02,0.16,4.57657e-10
0.03,0.16,6.66905e-10
0.04,0.16,9.7179e-10
0.05,0.16,1.416e-09
0.06,0.16,2.0631e-09
0.07,0.16,3.0055e-09
0.08,0.16,4.3778e-09
0.09,0.16,6.3751e-09
0.1,0.16,9.2806e-09
0.11,0.16,1.35037e-08
0.12,0.16,1.96345e-08
0.13,0.16,2.85197e-08
0.14,0.16,4.13652e-08
0.15,0.16,5.98713e-08
0.16,0.16,8.64023e-08
0.17,0.16,1.24181e-07
0.18,0.16,1.77484e-07
0.19,0.16,2.51784e-07
0.2,0.16,3.53765e-07
0.21,0.16,4.91118e-07
0.22,0.16,6.72074e-07
0.23,0.16,9.047e-07
0.24,0.16,1.1961e-06
0.25,0.16,1.5517e-06
0.26,0.16,1.9748e-06
0.27,0.16,2.4662e-06
0.28,0.16,3.0248e-06
0.29,0.16,3.6472e-06
0.3,0.16,4.3288e-06
0.31,0.16,5.0636e-06
0.32,0.16,5.8449e-06
0.33,0.16,6.6657e-06
0.34,0.16,7.5186e-06
0.35,0.16,8.3964e-06
0.36,0.16,9.292e-06
0.37,0.16,1.01989e-05
0.38,0.16,1.11108e-05
0.39,0.16,1.20221e-05
0.4,0.16,1.29279e-05
0.41,0.16,1.38239e-05
0.42,0.16,1.47067e-05
0.43,0.16,1.55732e-05
0.44,0.16,1.64214e-05
0.45,0.16,1.72493e-05
0.46,0.16,1.80557e-05
0.47,0.16,1.88397e-05
0.48,0.16,1.96008e-05
0.49,0.16,2.03385e-05
0.5,0.16,2.10526e-05
0.51,0.16,2.17432e-05
0.52,0.16,2.24103e-05
0.53,0.16,2.30542e-05
0.54,0.16,2.36752e-05
0.55,0.16,2.42736e-05
0.56,0.16,2.485e-05
0.57,0.16,2.54048e-05
0.58,0.16,2.59385e-05
0.59,0.16,2.64517e-05
0.6,0.16,2.6945e-05
0.61,0.16,2.7419e-05
0.62,0.16,2.78744e-05
0.63,0.16,2.83118e-05
0.64,0.16,2.87318e-05
0.65,0.16,2.91351e-05
0.66,0.16,2.95223e-05
0.67,0.16,2.98939e-05
0.68,0.16,3.02507e-05
0.69,0.16,3.05932e-05
0.7,0.16,3.09219e-05
0.71,0.16,3.12374e-05
0.72,0.16,3.15403e-05
0.73,0.16,3.1831e-05
0.74,0.16,3.21102e-05
0.75,0.16,3.23781e-05
0.76,0.16,3.26354e-05
0.77,0.16,3.28824e-05
0.78,0.16,3.31195e-05
0.79,0.16,3.33473e-05
0.8,0.16,3.3566e-05
0.01,0.17,3.17969e-10
0.02,0.17,4.63308e-10
0.03,0.17,6.75062e-10
0.04,0.17,9.83563e-10
0.05,0.17,1.433e-09
0.06,0.17,2.0876e-09
0.07,0.17,3.0409e-09
0.08,0.17,4.4288e-09
0.09,0.17,6.4486e-09
0.1,0.17,9.3865e-09
0.11,0.17,1.36561e-08
0.12,0.17,1.98537e-08
0.13,0.17,2.88345e-08
0.14,0.17,4.18163e-08
0.15,0.17,6.05162e-08
0.16,0.17,8.73207e-08
0.17,0.17,1.25482e-07
0.18,0.17,1.79316e-07
0.19,0.17,2.54341e-07
0.2,0.17,3.57297e-07
0.21,0.17,4.95937e-07
0.22,0.17,6.7856e-07
0.23,0.17,9.13304e-07
0.24,0.17,1.2074e-06
0.25,0.17,1.5662e-06
0.26,0.17,1.9933e-06
0.27,0.17,2.4896e-06
0.28,0.17,3.054e-06
0.29,0.17,3.6835e-06
0.3,0.17,4.3736e-06
0.31,0.17,5.1186e-06
0.32,0.17,5.9121e-06
0.33,0.17,6.7474e-06
0.34,0.17,7.6174e-06
0.35,0.17,8.5152e-06
0.36,0.17,9.434e-06
0.37,0.17,1.0367e-05
0.38,0.17,1.13083e-05
0.39,0.17,1.22522e-05
0.4,0.17,1.31933e-05
0.41,0.17,1.41273e-05
0.42,0.17,1.50502e-05
0.43,0.17,1.59587e-05
0.44,0.17,1.68502e-05
0.45,0.17,1.77224e-05
0.46,0.17,1.85737e-05
0.47,0.17,1.9403e-05
0.48,0.17,2.02094e-05
0.49,0.17,2.09923e-05
0.5,0.17,2.17514e-05
0.51,0.17,2.24865e-05
0.52,0.17,2.31976e-05
0.53,0.17,2.38849e-05
0.54,0.17,2.45486e-05
0.55,0.17,2.51889e-05
0.56,0.17,2.58063e-05
0.57,0.17,2.64012e-05
0.58,0.17,2.69742e-05
0.59,0.17,2.75256e-05
0.6,0.17,2.80561e-05
0.61,0.17,2.85663e-05
0.62,0.17,2.90569e-05
0.63,0.17,2.95283e-05
0.64,0.17,2.99812e-05
0.65,0.17,3.04163e-05
0.66,0.17,3.08343e-05
0.67,0.17,3.12356e-05
0.68,0.17,3.1621e-05
0.69,0.17,3.1991e-05
0.7,0.17,3.23463e-05
0.71,0.17,3.26873e-05
0.72,0.17,3.30148e-05
0.73,0.17,3.33291e-05
0.74,0.17,3.36309e-05
0.75,0.17,3.39206e-05
0.76,0.17,3.41987e-05
0.77,0.17,3.44657e-05
0.78,0.17,3.4722e-05
0.79,0.17,3.49681e-05
0.8,0.17,3.52044e-05
0.01,0.18,3.2182e-10
0.02,0.18,4.68865e-10
0.03,0.18,6.83079e-10
0.04,0.18,9.95128e-10
0.05,0.18,1.4497e-09
0.06,0.18,2.1116e-09
0.07,0.18,3.0755e-09
0.08,0.18,4.4787e-09
0.09,0.18,6.5206e-09
0.1,0.18,9.4901e-09
0.11,0.18,1.38052e-08
0.12,0.18,2.0068e-08
0.13,0.18,2.9142e-08
0.14,0.18,4.22566e-08
0.15,0.18,6.11449e-08
0.16,0.18,8.82151e-08
0.17,0.18,1.26748e-07
0.18,0.18,1.81094e-07
0.19,0.18,2.56818e-07
0.2,0.18,3.6071e-07
0.21,0.18,5.00579e-07
0.22,0.18,6.84783e-07
0.23,0.18,9.21523e-07
0.24,0.18,1.218e-06
0.25,0.18,1.5799e-06
0.26,0.18,2.0106e-06
0.27,0.18,2.5113e-06
0.28,0.18,3.0809e-06
0.29,0.18,3.7167e-06
0.3,0.18,4.4142e-06
0.31,0.18,5.1681e-06
0.32,0.18,5.9721e-06
0.33,0.18,6.8199e-06
0.34,0.18,7.7046e-06
0.35,0.18,8.6195e-06
0.36,0.18,9.558e-06
0.37,0.18,1.05138e-05
0.38,0.18,1.14807e-05
0.39,0.18,1.24531e-05
0.4,0.18,1.34257e-05
0.41,0.18,1.43938e-05
0.42,0.18,1.53532e-05
0.43,0.18,1.63003e-05
0.44,0.18,1.7232e-05
0.45,0.18,1.81458e-05
0.46,0.18,1.90398e-05
0.47,0.18,1.99123e-05
0.48,0.18,2.07622e-05
0.49,0.18,2.15888e-05
0.5,0.18,2.23914e-05
0.51,0.18,2.31698e-05
0.52,0.18,2.39239e-05
0.53,0.18,2.46536e-05
0.54,0.18,2.53591e-05
0.55,0.18,2.60406e-05
0.56,0.18,2.66985e-05
0.57,0.18,2.7333e-05
0.58,0.18,2.79448e-05
0.59,0.18,2.85342e-05
0.6,0.18,2.91017e-05
0.61,0.18,2.9648e-05
0.62,0.18,3.01736e-05
0.63,0.18,3.06791e-05
0.64,0.18,3.1165e-05
0.65,0.18,3.16322e-05
0.66,0.18,3.20811e-05
0.67,0.18,3.25123e-05
0.68,0.18,3.29266e-05
0.69,0.18,3.33245e-05
0.7,0.18,3.37066e-05
0.71,0.18,3.40735e-05
0.72,0.18,3.44259e-05
0.73,0.18,3.47641e-05
0.74,0.18,3.50889e-05
0.75,0.18,3.54006e-05
0.76,0.18,3.56999e-05
0.77,0.18,3.59873e-05
0.78,0.18,3.62631e-05
0.79,0.18,3.65278e-05
0.8,0.18,3.6782e-05
0.01,0.19,3.25627e-10
0.02,0.19,4.74355e-10
0.03,0.19,6.90997e-10
0.04,0.19,1.0065e-09
0.05,0.19,1.4661e-09
0.06,0.19,2.1353e-09
0.07,0.19,3.1097e-09
0.08,0.19,4.528e-09
0.09,0.19,6.5915e-09
0.1,0.19,9.5921e-09
0.11,0.19,1.39518e-08
0.12,0.19,2.02785e-08
0.13,0.19,2.94439e-08
0.14,0.19,4.26886e-08
0.15,0.19,6.17612e-08
0.16,0.19,8.90908e-08
0.17,0.19,1.27986e-07
0.18,0.19,1.82831e-07
0.19,0.19,2.59233e-07
0.2,0.19,3.64029e-07
0.21,0.19,5.05081e-07
0.22,0.19,6.90799e-07
0.23,0.19,9.29435e-07
0.24,0.19,1.2283e-06
0.25,0.19,1.593e-06
0.26,0.19,2.0271e-06
0.27,0.19,2.5317e-06
0.28,0.19,3.1061e-06
0.29,0.19,3.7474e-06
0.3,0.19,4.4515e-06
0.31,0.19,5.2132e-06
0.32,0.19,6.0264e-06
0.33,0.19,6.8849e-06
0.34,0.19,7.7823e-06
0.35,0.19,8.7119e-06
0.36,0.19,9.6676e-06
0.37,0.19,1.06429e-05
0.38,0.19,1.16321e-05
0.39,0.19,1.26296e-05
0.4,0.19,1.36299e-05
0.41,0.19,1.46285e-05
0.42,0.19,1.56208e-05
0.43,0.19,1.66031e-05
0.44,0.19,1.75719e-05
0.45,0.19,1.85244e-05
0.46,0.19,1.94583e-05
0.47,0.19,2.03718e-05
0.48,0.19,2.12633e-05
0.49,0.19,2.21317e-05
0.5,0.19,2.29764e-05
0.51,0.19,2.37968e-05
0.52,0.19,2.45926e-05
0.53,0.19,2.53636e-05
0.54,0.19,2.611e-05
0.55,0.19,2.68319e-05
0.56,0.19,2.75295e-05
0.57,0.19,2.82032e-05
0.58,0.19,2.88532e-05
0.59,0.19,2.94801e-05
0.6,0.19,3.00843e-05
0.61,0.19,3.06664e-05
0.62,0.19,3.12268e-05
0.63,0.19,3.17663e-05
0.64,0.19,3.22852e-05
0.65,0.19,3.27844e-05
0.66,0.19,3.32643e-05
0.67,0.19,3.37256e-05
0.68,0.19,3.41689e-05
0.69,0.19,3.45949e-05
0.7,0.19,3.50041e-05
0.71,0.19,3.53971e-05
0.72,0.19,3.57745e-05
0.73,0.19,3.6137e-05
0.74,0.19,3.6485e-05
0.75,0.19,3.68191e-05
0.76,0.19,3.71398e-05
0.77,0.19,3.74477e-05
0.78,0.19,3.77433e-05
0.79,0.19,3.8027e-05
0.8,0.19,3.82992e-05
0.01,0.2,3.29404e-10
0.02,0.2,4.79799e-10
0.03,0.2,6.98844e-10
0.04,0.2,1.0179e-09
0.05,0.2,1.4824e-09
0.06,0.2,2.1588e-09
0.07,0.2,3.1435e-09
0.08,0.2,4.5766e-09
0.09,0.2,6.6615e-09
0.1,0.2,9.6928e-09
0.11,0.2,1.40965e-08
0.12,0.2,2.04862e-08
0.13,0.2,2.97415e-08
0.14,0.2,4.31142e-08
0.15,0.2,6.23679e-08
0.16,0.2,8.99521e-08
0.17,0.2,1.29202e-07
0.18,0.2,1.84535e-07
0.19,0.2,2.61598e-07
0.2,0.2,3.67273e-07
0.21,0.2,5.09471e-07
0.22,0.2,6.96648e-07
0.23,0.2,9.37101e-07
0.24,0.2,1.2382e-06
0.25,0.2,1.6055e-06
0.26,0.2,2.0428e-06
0.27,0.2,2.5511e-06
0.28,0.2,3.1298e-06
0.29,0.2,3.7762e-06
0.3,0.2,4.4862e-06
0.31,0.2,5.2548e-06
0.32,0.2,6.0761e-06
0.33,0.2,6.944e-06
0.34,0.2,7.8524e-06
0.35,0.2,8.7949e-06
0.36,0.2,9.7653e-06
0.37,0.2,1.07577e-05
0.38,0.2,1.17663e-05
0.39,0.2,1.27856e-05
0.4,0.2,1.38105e-05
0.41,0.2,1.4836e-05
0.42,0.2,1.58578e-05
0.43,0.2,1.68719e-05
0.44,0.2,1.78746e-05
0.45,0.2,1.88628e-05
0.46,0.2,1.9834e-05
0.47,0.2,2.07859e-05
0.48,0.2,2.17167e-05
0.49,0.2,2.26252e-05
0.5,0.2,2.35102e-05
0.51,0.2,2.4371e-05
0.52,0.2,2.52072e-05
0.53,0.2,2.60185e-05
0.54,0.2,2.68048e-05
0.55,0.2,2.75661e-05
0.56,0.2,2.83027e-05
0.57,0.2,2.90146e-05
0.58,0.2,2.97023e-05
0.59,0.2,3.03662e-05
0.6,0.2,3.10066e-05
0.61,0.2,3.1624e-05
0.62,0.2,3.2219e-05
0.63,0.2,3.27922e-05
0.64,0.2,3.3344e-05
0.65,0.2,3.3875e-05
0.66,0.2,3.43859e-05
0.67,0.2,3.48772e-05
0.68,0.2,3.53496e-05
0.69,0.2,3.58037e-05
0.7,0.2,3.62401e-05
0.71,0.2,3.66593e-05
0.72,0.2,3.7062e-05
0.73,0.2,3.74488e-05
0.74,0.2,3.78203e-05
0.75,0.2,3.81769e-05
0.76,0.2,3.85193e-05
0.77,0.2,3.8848e-05
0.78,0.2,3.91635e-05
0.79,0.2,3.94662e-05
0.8,0.2,3.97568e-05
0.01,0.21,3.3316e-10
0.02,0.21,4.85212e-10
0.03,0.21,7.06643e-10
0.04,0.21,1.0291e-09
0.05,0.21,1.4986e-09
0.06,0.21,2.1821e-09
0.07,0.21,3.1771e-09
0.08,0.21,4.6249e-09
0.09,0.21,6.7309e-09
0.1,0.21,9.7926e-09
0.11,0.21,1.42398e-08
0.12,0.21,2.06918e-08
0.13,0.21,3.00359e-08
0.14,0.21,4.35349e-08
0.15,0.21,6.29672e-08
0.16,0.21,9.08021e-08
0.17,0.21,1.304e-07
0.18,0.21,1.86212e-07
0.19,0.21,2.63923e-07
0.2,0.21,3.70458e-07
0.21,0.21,5.1377e-07
0.22,0.21,7.02361e-07
0.23,0.21,9.44567e-07
0.24,0.21,1.2478e-06
0.25,0.21,1.6177e-06
0.26,0.21,2.0578e-06
0.27,0.21,2.5697e-06
0.28,0.21,3.1524e-06
0.29,0.21,3.8034e-06
0.3,0.21,4.5188e-06
0.31,0.21,5.2935e-06
0.32,0.21,6.122e-06
0.33,0.21,6.9983e-06
0.34,0.21,7.9164e-06
0.35,0.21,8.8701e-06
0.36,0.21,9.8534e-06
0.37,0.21,1.08607e-05
0.38,0.21,1.18863e-05
0.39,0.21,1.29248e-05
0.4,0.21,1.39711e-05
0.41,0.21,1.50206e-05
0.42,0.21,1.60686e-05
0.43,0.21,1.71112e-05
0.44,0.21,1.81447e-05
0.45,0.21,1.91656e-05
0.46,0.21,2.01711e-05
0.47,0.21,2.11588e-05
0.48,0.21,2.21267e-05
0.49,0.21,2.3073e-05
0.5,0.21,2.39965e-05
0.51,0.21,2.48961e-05
0.52,0.21,2.57713e-05
0.53,0.21,2.66216e-05
0.54,0.21,2.74466e-05
0.55,0.21,2.82464e-05
0.56,0.21,2.90209e-05
0.57,0.21,2.97704e-05
0.58,0.21,3.04951e-05
0.59,0.21,3.11952e-05
0.6,0.21,3.18713e-05
0.61,0.21,3.25236e-05
0.62,0.21,3.31528e-05
0.63,0.21,3.37592e-05
0.64,0.21,3.43435e-05
0.65,0.21,3.49062e-05
0.66,0.21,3.54479e-05
0.67,0.21,3.59692e-05
0.68,0.21,3.64706e-05
0.69,0.21,3.69527e-05
0.7,0.21,3.74163e-05
0.71,0.21,3.78618e-05
0.72,0.21,3.82898e-05
0.73,0.21,3.87011e-05
0.74,0.21,3.9096e-05
0.75,0.21,3.94753e-05
0.76,0.21,3.98395e-05
0.77,0.21,4.01891e-05
0.78,0.21,4.05246e-05
0.79,0.21,4.08466e-05
0.8,0.21,4.11556e-05
0.01,0.22,3.36904e-10
0.02,0.22,4.90605e-10
0.03,0.22,7.14411e-10
0.04,0.22,1.0403e-09
0.05,0.22,1.5147e-09
0.06,0.22,2.2053e-09
0.07,0.22,3.2104e-09
0.08,0.22,4.6729e-09
0.09,0.22,6.7999e-09
0.1,0.22,9.8917e-09
0.11,0.22,1.43821e-08
0.12,0.22,2.08958e-08
0.13,0.22,3.03279e-08
0.14,0.22,4.39518e-08
0.15,0.22,6.35607e-08
0.16,0.22,9.16432e-08
0.17,0.22,1.31585e-07
0.18,0.22,1.87869e-07
0.19,0.22,2.66217e-07
0.2,0.22,3.73594e-07
0.21,0.22,5.17996e-07
0.22,0.22,7.07964e-07
0.23,0.22,9.51867e-07
0.24,0.22,1.2571e-06
0.25,0.22,1.6294e-06
0.26,0.22,2.0724e-06
0.27,0.22,2.5875e-06
0.28,0.22,3.174e-06
0.29,0.22,3.8293e-06
0.3,0.22,4.5496e-06
0.31,0.22,5.3299e-06
0.32,0.22,6.1649e-06
0.33,0.22,7.0487e-06
0.34,0.22,7.9753e-06
0.35,0.22,8.9389e-06
0.36,0.22,9.9337e-06
0.37,0.22,1.0954e-05
0.38,0.22,1.19944e-05
0.39,0.22,1.30497e-05
0.4,0.22,1.41151e-05
0.41,0.22,1.51857e-05
0.42,0.22,1.62571e-05
0.43,0.22,1.73253e-05
0.44,0.22,1.83864e-05
0.45,0.22,1.9437e-05
0.46,0.22,2.04741e-05
0.47,0.22,2.14949e-05
0.48,0.22,2.24972e-05
0.49,0.22,2.34791e-05
0.5,0.22,2.4439e-05
0.51,0.22,2.53758e-05
0.52,0.22,2.62883e-05
0.53,0.22,2.71761e-05
0.54,0.22,2.80387e-05
0.55,0.22,2.88758e-05
0.56,0.22,2.96874e-05
0.57,0.22,3.04735e-05
0.58,0.22,3.12343e-05
0.59,0.22,3.19701e-05
0.6,0.22,3.26811e-05
0.61,0.22,3.33678e-05
0.62,0.22,3.40306e-05
0.63,0.22,3.467e-05
0.64,0.22,3.52864e-05
0.65,0.22,3.58805e-05
0.66,0.22,3.64526e-05
0.67,0.22,3.70036e-05
0.68,0.22,3.75338e-05
0.69,0.22,3.80439e-05
0.7,0.22,3.85345e-05
0.71,0.22,3.90062e-05
