Vg,Vd,Id_actual,Id_predicted
0.32,0.34,6.5601e-06,6.553554849233479e-06
0.44,0.78,2.2473e-05,2.2493107717309613e-05
0.65,0.28,4.06608e-05,4.088848072569818e-05
0.67,0.14,2.70114e-05,2.6946228463202718e-05
0.14,0.72,6.59006e-08,6.562757505435002e-08
0.19,0.11,2.36538e-07,2.3741400582366622e-07
0.76,0.67,6.36668e-05,6.381001549016219e-05
0.36,0.55,1.13386e-05,1.1365161844878459e-05
0.01,0.59,4.88135e-10,4.918379326035449e-10
0.18,0.22,1.87869e-07,1.853765900250437e-07
0.58,0.37,3.77241e-05,3.7684910785174e-05
0.57,0.02,4.0057e-06,4.065953544341028e-06
0.32,0.47,6.8954e-06,6.883425803607679e-06
0.38,0.62,1.39529e-05,1.4030337151780259e-05
0.23,0.51,1.1425e-06,1.1421020758461963e-06
0.66,0.71,5.26711e-05,5.286102867103182e-05
0.61,0.15,2.62039e-05,2.617575810290873e-05
0.16,0.5,1.14951e-07,1.1449516534867143e-07
0.09,0.12,6.052e-09,6.02204622168756e-09
0.15,0.64,8.90872e-08,8.87223632162204e-08
0.38,0.31,1.26692e-05,1.2723901854769792e-05
0.76,0.37,5.42827e-05,5.447954972623847e-05
0.76,0.66,6.35047e-05,6.360427229083144e-05
0.18,0.11,1.66659e-07,1.663911734794965e-07
0.72,0.14,2.83988e-05,2.8230813622940335e-05
0.73,0.49,5.68885e-05,5.653370273648761e-05
0.22,0.3,7.50467e-07,7.494489636883372e-07
0.25,0.71,2.1153e-06,2.117037788593734e-06
0.08,0.79,7.7495e-09,7.726538839847309e-09
0.65,0.16,2.91351e-05,2.913320204243064e-05
0.31,0.13,4.8476e-06,4.8562946176389236e-06
0.28,0.47,3.602e-06,3.594791287468979e-06
0.6,0.22,3.26811e-05,3.28125519445166e-05
0.65,0.36,4.48136e-05,4.482528136577457e-05
0.34,0.05,4.2186e-06,4.177544178673998e-06
0.28,0.75,4.025e-06,4.025315206490632e-06
0.11,0.57,1.95358e-08,1.9417965155810176e-08
0.04,0.57,1.4592e-09,1.4628535582872358e-09
0.5,0.19,2.29764e-05,2.2908669634489343e-05
0.27,0.76,3.3363e-06,3.3321127011731734e-06
0.29,0.16,3.6472e-06,3.6858965177088977e-06
0.08,0.45,5.7969e-09,5.757222298896636e-09
0.68,0.68,5.48439e-05,5.504397006006912e-05
0.66,0.39,4.69088e-05,4.681744736444671e-05
0.57,0.76,4.08978e-05,4.0859377040760595e-05
0.66,0.75,5.30563e-05,5.313327710609883e-05
0.53,0.01,1.9095e-06,1.9540489302016795e-06
0.75,0.77,6.39897e-05,6.421073514502496e-05
0.43,0.4,1.92703e-05,1.9278131367173047e-05
0.8,0.02,4.7516e-06,4.7168316086754205e-06
0.48,0.48,2.64015e-05,2.6427265838719903e-05
0.68,0.2,3.53496e-05,3.545157087501138e-05
0.7,0.2,3.62401e-05,3.6311321309767663e-05
0.4,0.19,1.36299e-05,1.3632663249154575e-05
0.3,0.19,4.4515e-06,4.494872064242372e-06
0.25,0.73,2.1349e-06,2.1354066802814487e-06
0.61,0.61,4.5152e-05,4.531435748504009e-05
0.39,0.37,1.41561e-05,1.4168021407385822e-05
0.79,0.26,4.69115e-05,4.700481280451641e-05
0.27,0.79,3.3759e-06,3.3615955135246622e-06
0.65,0.76,5.18476e-05,5.186645226785913e-05
0.67,0.79,5.47034e-05,5.4583311284659435e-05
0.03,0.47,9.16652e-10,9.10372000006987e-10
0.29,0.36,4.1256e-06,4.114017174288165e-06
0.37,0.06,6.0487e-06,5.976271204417571e-06
0.38,0.42,1.3203e-05,1.319422444794327e-05
0.13,0.54,3.98243e-08,3.9620296803377645e-08
0.69,0.2,3.58037e-05,3.589218249544501e-05
0.61,0.35,4.04446e-05,4.045468522235751e-05
0.63,0.59,4.75256e-05,4.760445066494867e-05
0.71,0.2,3.66593e-05,3.6709508276544514e-05
0.39,0.53,1.48605e-05,1.4890300262777602e-05
0.14,0.13,3.99039e-08,3.93588757674479e-08
0.39,0.16,1.20221e-05,1.1951784836128354e-05
0.23,0.3,1.0068e-06,1.0049683623947202e-06
0.61,0.36,4.07709e-05,4.0753444482106714e-05
0.52,0.7,3.3406e-05,3.352952444402035e-05
0.23,0.52,1.1489e-06,1.1483825528557645e-06
0.15,0.69,9.24498e-08,9.215628750780524e-08
0.72,0.28,4.5367e-05,4.564446688164026e-05
0.31,0.37,5.7482e-06,5.733894140576013e-06
0.58,0.19,2.88532e-05,2.8893643320770935e-05
0.5,0.06,1.00876e-05,1.0046814568340778e-05
0.5,0.3,2.68281e-05,2.6892694586422293e-05
0.58,0.55,4.05436e-05,4.0611190343042836e-05
0.23,0.31,1.0134e-06,1.0122591220351751e-06
0.59,0.72,4.34135e-05,4.3532194686122234e-05
0.8,0.43,6.02102e-05,6.0318621690385045e-05
0.32,0.2,6.0761e-06,6.135043076938018e-06
0.68,0.71,5.51792e-05,5.537907338293735e-05
0.27,0.15,2.4408e-06,2.4693897103134075e-06
0.23,0.53,1.1554e-06,1.1547142617018836e-06
0.13,0.27,3.17686e-08,3.20342664394957e-08
0.34,0.17,7.6174e-06,7.658189097128344e-06
0.16,0.26,9.4953e-08,9.47296848607948e-08
0.79,0.8,6.84802e-05,6.882474990561604e-05
0.65,0.73,5.15767e-05,5.171352684556041e-05
0.16,0.44,1.09816e-07,1.0979549642797793e-07
0.22,0.18,6.84783e-07,6.82600093568908e-07
0.41,0.47,1.7113e-05,1.7119658077717756e-05
0.14,0.06,3.37264e-08,3.378641622475697e-08
0.62,0.12,2.24549e-05,2.238929271697998e-05
0.02,0.11,4.26046e-10,4.263325914521943e-10
0.31,0.35,5.6998e-06,5.688446708518313e-06
0.41,0.79,1.84162e-05,1.8447176462359493e-05
0.74,0.48,5.75131e-05,5.7186201447620986e-05
0.17,0.04,8.71953e-08,8.714865543879569e-08
0.4,0.79,1.70895e-05,1.7125662343460138e-05
0.76,0.28,4.75519e-05,4.7798507148399954e-05
0.08,0.09,3.9319e-09,3.927132858905224e-09
0.08,0.23,4.7206e-09,4.7212101250693195e-09
0.57,0.55,3.92071e-05,3.928847108909395e-05
0.02,0.37,5.72843e-10,5.6979051699102e-10
0.69,0.43,5.12082e-05,5.0989399678655897e-05
0.02,0.71,7.90577e-10,7.835373894149455e-10
0.25,0.01,3.39415e-07,3.3542342862347143e-07
0.49,0.14,1.88425e-05,1.8661510548554364e-05
0.66,0.41,4.75695e-05,4.740939126349985e-05
0.55,0.34,3.35401e-05,3.3559175790287554e-05
0.04,0.59,1.4861e-09,1.4902488643109278e-09
0.33,0.02,1.7834e-06,1.8378075037617236e-06
0.42,0.36,1.77456e-05,1.7775664455257354e-05
0.72,0.29,4.61854e-05,4.646909801522269e-05
0.43,0.61,2.03759e-05,2.0478944206843154e-05
0.57,0.01,2.0191e-06,2.0616345864254983e-06
0.3,0.17,4.3736e-06,4.4181498378748075e-06
0.56,0.09,1.61505e-05,1.606436664587818e-05
0.09,0.59,9.4835e-09,9.470488571139412e-09
0.28,0.16,3.0248e-06,3.0580011662095784e-06
0.8,0.25,4.6188e-05,4.6186880354071036e-05
0.37,0.04,4.3545e-06,4.37905197031796e-06
0.08,0.8,7.8138e-09,7.777414623433288e-09
0.52,0.59,3.26884e-05,3.284432965301676e-05
0.74,0.23,4.14751e-05,4.157642120844685e-05
0.43,0.09,1.1207e-05,1.1023264814866707e-05
0.19,0.66,3.6507e-07,3.6492688082034875e-07
0.4,0.72,1.68417e-05,1.6944559465628117e-05
0.16,0.42,1.08132e-07,1.082792215356676e-07
0.18,0.15,1.75582e-07,1.7315826426056446e-07
0.48,0.35,2.51934e-05,2.522799804864917e-05
0.31,0.54,6.1277e-06,6.129586909082718e-06
0.47,0.5,2.519e-05,2.5232515326933935e-05
0.19,0.44,3.14599e-07,3.1482404892813066e-07
0.03,0.5,9.42978e-10,9.372239651028735e-10
0.19,0.39,3.03593e-07,3.0449617440808655e-07
0.3,0.65,5.4627e-06,5.482394954015035e-06
0.67,0.17,3.12356e-05,3.124649767414667e-05
0.63,0.75,4.91113e-05,4.915355930279475e-05
0.07,0.69,4.9281e-09,4.977737262379378e-09
0.65,0.35,4.4402e-05,4.445015001692809e-05
0.28,0.41,3.5081e-06,3.4991162920050554e-06
0.65,0.3,4.19032e-05,4.210070183034986e-05
0.36,0.02,2.1966e-06,2.2748585615772753e-06
0.51,0.56,3.10851e-05,3.120479726931081e-05
0.48,0.8,2.82153e-05,2.811962040141225e-05
0.49,0.47,2.76714e-05,2.7686951943906022e-05
0.07,0.56,4.4042e-09,4.4297605228393885e-09
0.74,0.54,5.91544e-05,5.8802381245186554e-05
0.2,0.36,4.15397e-07,4.1673991745483364e-07
0.21,0.64,6.85103e-07,6.852923252154142e-07
0.61,0.69,4.59081e-05,4.610557472915388e-05
0.38,0.67,1.41218e-05,1.4217978441593005e-05
0.67,0.76,5.44292e-05,5.447716946946457e-05
0.02,0.02,2.16862e-10,2.1379815251520996e-10
0.53,0.25,2.85816e-05,2.8642662073252723e-05
0.35,0.22,8.9389e-06,9.018875352921896e-06
0.2,0.52,4.63016e-07,4.621994116860151e-07
0.42,0.71,1.94537e-05,1.9562553879950426e-05
0.58,0.57,4.07499e-05,4.0863135873223654e-05
0.43,0.52,1.99492e-05,1.9991957815364005e-05
0.27,0.25,2.638e-06,2.6372251795692137e-06
0.44,0.48,2.10545e-05,2.1074978867545724e-05
0.39,0.43,1.44436e-05,1.4437161262321751e-05
0.8,0.56,6.5021e-05,6.477467541117222e-05
0.11,0.21,1.42398e-08,1.427298364831131e-08
0.56,0.54,3.77626e-05,3.783435633522459e-05
0.44,0.42,2.06861e-05,2.0690192104666495e-05
0.38,0.47,1.34068e-05,1.3404427518253215e-05
0.12,0.79,3.35881e-08,3.3231572018621594e-08
0.21,0.6,6.68758e-07,6.68219945509918e-07
0.46,0.62,2.45136e-05,2.464073520968668e-05
0.45,0.44,2.21237e-05,2.2129312856122852e-05
0.26,0.09,1.7616e-06,1.773029871401377e-06
0.35,0.28,9.2673e-06,9.319817181676627e-06
0.06,0.71,3.4654e-09,3.498861560480293e-09
0.74,0.68,6.17365e-05,6.191316031618044e-05
0.58,0.13,2.24158e-05,2.2331797808874398e-05
0.78,0.07,1.59898e-05,1.5749217418488118e-05
0.66,0.58,5.11269e-05,5.1094928639940914e-05
0.52,0.49,3.18877e-05,3.190972820448224e-05
0.08,0.16,4.3778e-09,4.362318293260614e-09
0.19,0.42,3.10182e-07,3.1073373293111215e-07
0.22,0.64,9.24569e-07,9.250727453036234e-07
0.71,0.19,3.53971e-05,3.5407344694249335e-05
0.49,0.56,2.83185e-05,2.8428931836970155e-05
0.78,0.52,6.22245e-05,6.191073160152882e-05
0.31,0.55,6.1489e-06,6.1532453855761565e-06
0.33,0.55,8.077e-06,8.089121865850758e-06
0.27,0.04,1.4986e-06,1.4661805471405387e-06
0.32,0.6,7.2002e-06,7.223744069051463e-06
0.77,0.48,6.00923e-05,5.9836849104613065e-05
0.32,0.27,6.3488e-06,6.3759470867807985e-06
0.58,0.58,4.08488e-05,4.098312725545838e-05
0.7,0.24,4.06051e-05,4.081653314642608e-05
0.44,0.45,2.0877e-05,2.088427463604603e-05
0.09,0.69,1.03098e-08,1.0326483614875314e-08
0.17,0.09,1.12213e-07,1.1233927580178715e-07
0.55,0.54,3.64107e-05,3.649201156804338e-05
0.34,0.57,9.1742e-06,9.199480828101513e-06
0.48,0.63,2.73478e-05,2.7492017688928173e-05
0.39,0.13,1.11012e-05,1.094553001166787e-05
0.07,0.47,4.067e-09,4.058489366798312e-09
0.35,0.36,9.5944e-06,9.592489659553394e-06
0.1,0.36,1.12734e-08,1.1248114759609961e-08
0.25,0.23,1.6409e-06,1.6380824217776537e-06
0.38,0.16,1.11108e-05,1.1061714030802251e-05
0.19,0.78,3.94445e-07,3.9517839582003946e-07
0.11,0.44,1.75293e-08,1.7439148791709158e-08
0.09,0.65,9.9729e-09,9.986686499985354e-09
0.66,0.65,5.20255e-05,5.220102539169602e-05
0.76,0.79,6.52975e-05,6.549067096784712e-05
0.27,0.28,2.6851e-06,2.679942954273429e-06
0.34,0.37,8.5884e-06,8.578788165323203e-06
0.31,0.5,6.0419e-06,6.035169008100638e-06
0.29,0.12,3.4488e-06,3.4653260809136553e-06
0.48,0.53,2.67474e-05,2.682233232917497e-05
0.24,0.17,1.2074e-06,1.213151390402345e-06
0.49,0.75,2.94002e-05,2.942730407085037e-05
0.28,0.21,3.1524e-06,3.1701383159088436e-06
0.03,0.2,6.98844e-10,7.025065418275745e-10
0.36,0.11,8.1418e-06,8.007257420103998e-06
0.39,0.05,5.8766e-06,5.8597575844032695e-06
0.59,0.02,4.1034e-06,4.163260164204985e-06
0.6,0.04,8.1516e-06,8.19954846519977e-06
0.37,0.2,1.07577e-05,1.0821030446095393e-05
0.44,0.13,1.48035e-05,1.4594728927477263e-05
0.63,0.05,1.04181e-05,1.0445828229421751e-05
0.51,0.79,3.24803e-05,3.236391788959736e-05
0.19,0.41,3.07981e-07,3.086741804736448e-07
0.42,0.1,1.14881e-05,1.1285411164863036e-05
0.23,0.69,1.2601e-06,1.2618039170320115e-06
0.37,0.43,1.20752e-05,1.2063586364092771e-05
0.64,0.45,4.64649e-05,4.624210523616057e-05
0.11,0.43,1.73808e-08,1.730227719320965e-08
0.47,0.65,2.60578e-05,2.61952349319472e-05
0.3,0.62,5.4064e-06,5.421566638688091e-06
0.43,0.18,1.63003e-05,1.6223599232034758e-05
0.08,0.56,6.3822e-09,6.3881820011602035e-09
0.45,0.69,2.34691e-05,2.3587240211782045e-05
0.02,0.35,5.61554e-10,5.592744933835547e-10
0.13,0.25,3.11945e-08,3.13828500964064e-08
0.1,0.68,1.47821e-08,1.4754471990841012e-08
0.43,0.67,2.06387e-05,2.0757627244165632e-05
0.23,0.76,1.307e-06,1.3072031970295939e-06
0.17,0.69,1.88027e-07,1.877825221185958e-07
0.42,0.47,1.83916e-05,1.840139073465252e-05
0.05,0.54,2.0587e-09,2.0723845839398794e-09
0.46,0.34,2.25692e-05,2.2618056245846677e-05
0.19,0.5,3.27992e-07,3.272575099799724e-07
0.59,0.01,2.0668e-06,2.108589542331174e-06
0.77,0.01,2.353e-06,2.358541823923588e-06
0.77,0.1,2.20884e-05,2.1766335703432563e-05
0.17,0.31,1.41974e-07,1.4227416016865391e-07
0.31,0.6,6.254e-06,6.271054007811472e-06
0.3,0.59,5.3497e-06,5.3591690175380786e-06
0.66,0.1,2.0235e-05,2.0159252744633705e-05
0.53,0.42,3.24606e-05,3.242148435674608e-05
0.68,0.8,5.60644e-05,5.58970554266125e-05
0.7,0.43,5.21696e-05,5.195720739720855e-05
0.58,0.28,3.47019e-05,3.482004976831377e-05
0.09,0.41,8.1194e-09,8.053632960525192e-09
0.05,0.39,1.7923e-09,1.7877237423746807e-09
0.47,0.55,2.5503e-05,2.5592354359105232e-05
0.45,0.4,2.18379e-05,2.1846400341019037e-05
0.54,0.73,3.64402e-05,3.650401718914509e-05
0.51,0.62,3.14939e-05,3.16605789703317e-05
0.31,0.12,4.7495e-06,4.7413571155630054e-06
0.13,0.28,3.20553e-08,3.2348085596822786e-08
0.33,0.51,7.9747e-06,7.973245938046603e-06
0.7,0.29,4.49131e-05,4.518734902376309e-05
0.68,0.75,5.55923e-05,5.569817221839912e-05
0.58,0.16,2.59385e-05,2.5905701331794262e-05
0.16,0.32,9.98603e-08,1.0033557373390068e-07
0.15,0.61,8.71118e-08,8.670122781495592e-08
0.13,0.52,3.91935e-08,3.900679985235911e-08
0.59,0.15,2.53099e-05,2.5266227748943492e-05
0.25,0.63,2.0377e-06,2.038742525201087e-06
0.24,0.66,1.6157e-06,1.6171625293281978e-06
0.43,0.06,8.1821e-06,8.12049169326201e-06
0.4,0.18,1.34257e-05,1.3398908340604975e-05
0.46,0.75,2.51408e-05,2.5193250621668994e-05
0.54,0.66,3.59808e-05,3.616535570472479e-05
0.48,0.44,2.60903e-05,2.6091668842127548e-05
0.2,0.48,4.50959e-07,4.5076854803483003e-07
0.19,0.77,3.91941e-07,3.9274408095479887e-07
0.15,0.14,5.85104e-08,5.756754319463653e-08
0.43,0.39,1.92039e-05,1.921607825352112e-05
0.43,0.65,2.05526e-05,2.0669852347054984e-05
0.55,0.65,3.73133e-05,3.751027506950777e-05
0.56,0.18,2.66985e-05,2.668622735654935e-05
0.53,0.3,3.02544e-05,3.0317348137032238e-05
0.47,0.79,2.67403e-05,2.6692836945585442e-05
0.59,0.43,4.01692e-05,4.0043914123089055e-05
0.4,0.42,1.56185e-05,1.5615288939443415e-05
0.08,0.41,5.5934e-09,5.550462764958297e-09
0.59,0.55,4.18676e-05,4.191839470877313e-05
0.79,0.56,6.41946e-05,6.391668401192874e-05
0.63,0.19,3.17663e-05,3.1854226399445907e-05
0.25,0.65,2.0571e-06,2.0587431208696216e-06
0.54,0.45,3.41315e-05,3.4089959808625284e-05
0.72,0.53,5.69305e-05,5.658507645421196e-05
0.12,0.26,2.17029e-08,2.1880591276612904e-08
0.41,0.61,1.77271e-05,1.7818073010857916e-05
0.43,0.72,2.08484e-05,2.0950834150426088e-05
0.61,0.53,4.42159e-05,4.4169693355797795e-05
0.33,0.65,8.3249e-06,8.370982732230913e-06
0.26,0.61,2.5392e-06,2.540088867135637e-06
0.48,0.5,2.65447e-05,2.658885387063492e-05
0.07,0.01,8.49334e-10,8.640822102279345e-10
0.21,0.38,5.81594e-07,5.835192973790982e-07
0.08,0.32,5.1506e-09,5.1302311021572675e-09
0.39,0.09,9.1035e-06,8.93024138349574e-06
0.24,0.25,1.2841e-06,1.2792120287485886e-06
0.13,0.53,3.9508e-08,3.9311438726485906e-08
0.45,0.74,2.36942e-05,2.37687882327009e-05
0.59,0.79,4.39203e-05,4.372903444163967e-05
0.23,0.62,1.2139e-06,1.2141046272517997e-06
0.33,0.53,8.0261e-06,8.031151846807916e-06
0.48,0.33,2.49325e-05,2.498440764611587e-05
0.79,0.51,6.27206e-05,6.245951211894863e-05
0.41,0.74,1.82319e-05,1.832360208936734e-05
0.25,0.14,1.5192e-06,1.5384607286250686e-06
0.15,0.37,7.22956e-08,7.272249746392845e-08
0.21,0.53,6.40588e-07,6.398758625891788e-07
0.03,0.29,7.68783e-10,7.678402291766417e-10
0.35,0.19,8.7119e-06,8.77364927873714e-06
0.64,0.76,5.05293e-05,5.0535883638076484e-05
0.5,0.24,2.5208e-05,2.524186740629375e-05
0.35,0.55,1.02084e-05,1.0229948838968995e-05
0.22,0.26,7.29595e-07,7.259856283781119e-07
0.66,0.63,5.17875e-05,5.191780423047021e-05
0.71,0.57,5.67038e-05,5.648757942253723e-05
0.19,0.34,2.92678e-07,2.934411520527647e-07
0.68,0.31,4.48657e-05,4.50882148288656e-05
0.37,0.79,1.32657e-05,1.3301125618454536e-05
0.11,0.15,1.33468e-08,1.3264803655488321e-08
0.22,0.19,6.90799e-07,6.875586632304476e-07
0.14,0.46,5.39164e-08,5.385310942074284e-08
0.28,0.73,3.995e-06,3.999968298558088e-06
0.34,0.48,8.9235e-06,8.915234939195216e-06
0.69,0.68,5.60534e-05,5.6248361943289644e-05
0.09,0.38,7.9051e-09,7.852147305698054e-09
0.63,0.03,6.3649e-06,6.422291044145822e-06
0.08,0.75,7.4963e-09,7.514216582293898e-09
0.49,0.01,1.7775e-06,1.8263328820466995e-06
0.14,0.08,3.63771e-08,3.627864316513296e-08
0.37,0.16,1.01989e-05,1.0170877212658524e-05
0.15,0.66,9.04215e-08,9.008984449110359e-08
0.74,0.38,5.34185e-05,5.3515959007199856e-05
0.41,0.78,1.83797e-05,1.8426607421133668e-05
0.62,0.72,4.75147e-05,4.76558500668034e-05
0.43,0.29,1.83609e-05,1.8449453491484743e-05
0.04,0.55,1.4328e-09,1.4354885169431954e-09
0.28,0.04,1.7767e-06,1.7413499881513417e-06
0.65,0.14,2.6371e-05,2.6323726924601946e-05
0.66,0.29,4.20748e-05,4.2304903472540894e-05
0.51,0.71,3.204e-05,3.2143146854650694e-05
0.16,0.25,9.41312e-08,9.37307618187333e-08
0.67,0.05,1.0805e-05,1.0816573194460943e-05
0.22,0.22,7.07964e-07,7.032543271634495e-07
0.29,0.21,3.8034e-06,3.830179957731161e-06
0.67,0.46,5.00154e-05,4.973680770490319e-05
0.75,0.34,5.17334e-05,5.19958112272434e-05
0.38,0.57,1.37787e-05,1.3827611037413589e-05
0.68,0.7,5.50701e-05,5.5276411876548076e-05
0.44,0.2,1.78746e-05,1.784656342351809e-05
0.41,0.35,1.64497e-05,1.6484949810546823e-05
0.19,0.52,3.32512e-07,3.315666367598169e-07
0.5,0.03,5.3033e-06,5.359851638786495e-06
0.3,0.12,4.0782e-06,4.084414103999734e-06
0.1,0.17,9.3865e-09,9.358365637979205e-09
0.51,0.75,3.22644e-05,3.2277680475090165e-05
0.27,0.24,2.6216e-06,2.6230635558022185e-06
0.03,0.24,7.29904e-10,7.323830075733894e-10
0.18,0.32,2.03923e-07,2.042820597125683e-07
0.31,0.66,6.3782e-06,6.407131204468897e-06
0.25,0.02,6.14847e-07,6.017924533807673e-07
0.79,0.12,2.62521e-05,2.5809465441852807e-05
0.34,0.23,8.0301e-06,8.10147867014166e-06
0.09,0.27,7.142e-09,7.151138241567879e-09
0.63,0.34,4.20836e-05,4.2140955920331186e-05
0.12,0.05,1.50601e-08,1.511071019422161e-08
0.61,0.48,4.34817e-05,4.33342857286334e-05
0.67,0.58,5.23262e-05,5.226432709605433e-05
0.78,0.43,5.88298e-05,5.8834816300077364e-05
0.6,0.31,3.79338e-05,3.803389729000628e-05
0.15,0.23,6.41497e-08,6.384462892583543e-08
0.08,0.57,6.4374e-09,6.448579776829887e-09
0.65,0.5,4.86357e-05,4.840908877667971e-05
0.09,0.53,9.0124e-09,8.964639821584797e-09
0.21,0.47,6.16818e-07,6.172219877953466e-07
0.68,0.65,5.44822e-05,5.463024390337523e-05
0.32,0.5,6.9675e-06,6.961670806049369e-06
0.49,0.55,2.82528e-05,2.835296400007792e-05
0.18,0.37,2.11882e-07,2.1257118589801394e-07
0.36,0.41,1.08653e-05,1.0852361119759733e-05
0.31,0.22,5.3299e-06,5.373334824980702e-06
0.78,0.61,6.44943e-05,6.43578423478175e-05
0.79,0.31,5.17338e-05,5.202902422752231e-05
0.19,0.65,3.62686e-07,3.6239511018720806e-07
0.07,0.18,3.0755e-09,3.070429031026833e-09
0.14,0.03,2.52983e-08,2.510861577320611e-08
0.59,0.11,2.00282e-05,1.99464253091719e-05
0.65,0.59,5.00403e-05,5.007068575650919e-05
0.8,0.79,6.93146e-05,6.976999284233898e-05
0.49,0.7,2.91387e-05,2.925294975284487e-05
0.77,0.49,6.04364e-05,6.015026825480163e-05
0.33,0.25,7.1823e-06,7.2330744842474815e-06
0.01,0.47,4.35025e-10,4.37900693484039e-10
0.02,0.49,6.43703e-10,6.391384987924908e-10
0.37,0.26,1.12586e-05,1.1343651422066615e-05
0.47,0.63,2.59526e-05,2.6089409002452156e-05
0.36,0.72,1.18523e-05,1.1932360794162377e-05
0.52,0.73,3.35836e-05,3.364578835316933e-05
0.19,0.01,6.84053e-08,6.633278644585516e-08
0.01,0.01,8.81732e-11,8.691662500837083e-11
0.15,0.28,6.70593e-08,6.733354211974075e-08
0.77,0.17,3.44657e-05,3.418210981180892e-05
0.18,0.75,2.7662e-07,2.7695665494320565e-07
0.57,0.46,3.81476e-05,3.8066404376877474e-05
0.27,0.36,2.802e-06,2.7952019809163176e-06
0.21,0.46,6.12884e-07,6.135365015325079e-07
0.77,0.05,1.1533e-05,1.1412828462198378e-05
0.71,0.74,5.91235e-05,5.930933562922291e-05
0.73,0.39,5.31516e-05,5.317486182320863e-05
0.68,0.48,5.15766e-05,5.126817617565393e-05
0.57,0.8,4.11597e-05,4.0919191087596124e-05
0.53,0.23,2.76854e-05,2.7724830142688007e-05
0.6,0.75,4.50248e-05,4.5042091187497135e-05
0.72,0.58,5.79621e-05,5.775872108642943e-05
0.17,0.11,1.16548e-07,1.158222596586711e-07
0.53,0.2,2.60185e-05,2.60057277046144e-05
0.24,0.56,1.5355e-06,1.5344750681833831e-06
0.41,0.23,1.53343e-05,1.5408927501994186e-05
0.41,0.29,1.59974e-05,1.6084703238448127e-05
0.3,0.31,4.7817e-06,4.777345802722266e-06
0.45,0.79,2.39116e-05,2.3897065493656558e-05
0.27,0.54,3.046e-06,3.043329234060366e-06
0.3,0.61,5.3875e-06,5.400891204772051e-06
0.06,0.48,2.8282e-09,2.8339634638996356e-09
0.73,0.72,6.11798e-05,6.141769874375314e-05
0.05,0.59,2.1535e-09,2.173242961145405e-09
0.37,0.5,1.23332e-05,1.2339309250819497e-05
0.37,0.48,1.22617e-05,1.2259910290595144e-05
0.18,0.67,2.62145e-07,2.6188624161704867e-07
0.68,0.56,5.31776e-05,5.301280121784658e-05
0.5,0.6,2.99655e-05,3.0115444678813217e-05
0.75,0.07,1.5723e-05,1.555976676172577e-05
0.4,0.15,1.26238e-05,1.2502096433308907e-05
0.14,0.16,4.13652e-08,4.0804288801155054e-08
0.77,0.57,6.26918e-05,6.240232418349478e-05
0.46,0.17,1.85737e-05,1.8442995642544702e-05
0.09,0.48,8.6328e-09,8.564940117139485e-09
0.78,0.48,6.08929e-05,6.0675765853375195e-05
0.61,0.09,1.74256e-05,1.73716593417339e-05
0.61,0.34,4.00958e-05,4.013344645500184e-05
0.15,0.58,8.51668e-08,8.473136887232612e-08
0.08,0.24,4.7683e-09,4.7688918414223734e-09
0.5,0.59,2.99012e-05,3.004454498295672e-05
0.77,0.35,5.36659e-05,5.394613690441474e-05
0.16,0.19,8.90908e-08,8.768253906055179e-08
0.7,0.67,5.71131e-05,5.728375923354179e-05
0.33,0.43,7.7616e-06,7.7445806346077e-06
0.19,0.56,3.41643e-07,3.405396500966163e-07
0.67,0.11,2.2183e-05,2.209291749750264e-05
0.03,0.62,1.0541e-09,1.0484971668667243e-09
0.45,0.21,1.91656e-05,1.915480905154254e-05
0.61,0.27,3.68492e-05,3.70227117673494e-05
0.77,0.54,6.19371e-05,6.15963367454242e-05
0.29,0.5,4.3775e-06,4.3709178498829715e-06
0.51,0.19,2.37968e-05,2.3738178570056334e-05
0.23,0.45,1.1039e-06,1.1050625630559807e-06
0.1,0.1,8.5238e-09,8.4922355370054e-09
0.16,0.63,1.26561e-07,1.2604744256350387e-07
0.11,0.51,1.85915e-08,1.8459992148223138e-08
0.61,0.33,3.97226e-05,3.978699642175343e-05
0.17,0.25,1.35085e-07,1.3416124033938104e-07
0.07,0.46,4.0306e-09,4.019290678058951e-09
0.71,0.14,2.81437e-05,2.8003026673104615e-05
0.71,0.65,5.79962e-05,5.809849135403056e-05
0.33,0.72,8.4938e-06,8.542267969460226e-06
0.39,0.38,1.42069e-05,1.4213163012755103e-05
0.75,0.3,4.87631e-05,4.905397508991882e-05
0.66,0.15,2.81438e-05,2.8109714185120536e-05
0.08,0.26,4.8635e-09,4.861896485408579e-09
0.34,0.03,2.773e-06,2.813984756357968e-06
0.76,0.19,3.71398e-05,3.69818351464346e-05
0.68,0.64,5.43548e-05,5.44761773198843e-05
0.19,0.08,2.21859e-07,2.2483030988951214e-07
0.44,0.27,1.92876e-05,1.9375688571017238e-05
0.7,0.18,3.37066e-05,3.3702008659020065e-05
0.52,0.1,1.6212e-05,1.606558362254873e-05
0.28,0.33,3.3776e-06,3.368863990544924e-06
0.76,0.3,4.93186e-05,4.96074600960128e-05
0.17,0.8,2.02852e-07,2.0258166841813365e-07
0.07,0.24,3.2768e-09,3.276252016348735e-09
0.52,0.02,3.7184e-06,3.7801754660904406e-06
0.19,0.03,1.51748e-07,1.5018633803265402e-07
0.28,0.72,3.9801e-06,3.986607334809378e-06
